id,platform,text,label_binary
RND270,wb,首先，卧铺价格包含清洗费用 他们在乱收费；其次，非要旅客“自己洗干净”属于侮辱。,0
RND271,wb,阉人在火车上抽烟把床单烫了洞又不要求赔了 ，男的把刚杀好的鸭带上火车鸭血流一车厢床单还弄脏其他旅客衣物又不叫赔钱了？？？？这些你们干出来的事情怎么不叫了？,0
RND272,wb,？那祝你下回出远门在不知情情况下坐车来例假 买不到卫生巾 然后被指责什么上帝视角啊 谁求你看报道了 你自己也是女性 咋这么没同理心@,0
RND273,tieba,小仙女日常精神病,1
RND274,zhihu,浙江人 觉得年轻一代江西人很不错呀,0
RND275,xhs,房贷一年都不止四万,0
RND276,tieba,这儿也有nt通讯录出没，不过比起我之前呆的反同恋吧好多了,1
RND277,zhihu,下意识的种族歧视呗.就好象一个正常女性绝对不可能接受一个艹羊佬.,1
RND278,zhihu,恰恰相反吧 黑安徽最多的就是江苏人,0
RND279,xhs,适合演外星人,1
RND280,tieba,原谅个几把，它丝了我就原谅,1
RND281,wb,图男的老？那叫没拿到，,0
RND282,zhihu,拳师的台词我都预备好了：歧视，歧视，还是歧视??,0
RND283,wb,早就翻车了，疫情开线上演唱会收费，线下真唱，线上观众听的预录音源。还是核心粉丝爆出来的。,0
RND284,zhihu,我说的娶黑人的，你就肯定一个没有？如果有是不是应该同一个标准,0
RND285,xhs,他俩真的越看越恶心啊啊啊啊啊啊但是我又很想看真服了,0
RND286,tieba,老哥，你是真的有这病吗，他们是骗人的吗,0
RND287,zhihu,绝对不接受这种女性,0
RND288,zhihu,哈哈，都不是，大家别瞎猜了。但这件事情是真的。这个女的是和中国老公离婚了，带着孩子找了个印度同事。在国外，肯定不是你们说的那个女的了。,0
RND289,tieba,你歧视男的，打女拳？就你们女的能扭？,0
RND290,xhs,我的皮肤也有些敏感，平时穿的内裤紧一些腰上也会一圈红痒，戴不是金银的项链脖子也会起疹子。但医院去查吧，估计也查不出来了啥,0
RND291,zhihu,瞅那些脑子不正常的人干嘛啊？让自己生气多不值得啊,0
RND292,wb,可以让女性乘务员向女性乘客借一下，这么长一列火车，我不信没有一个人带的。火车上的卫生纸又薄又窄，看她这个描述是量比较大的，卫生纸根本不管用。处理不是很妥当。,0
RND293,tieba,不能呼吸是对的,0
RND294,zhihu,这个freya冯丽的言论属于反人类了，微博是不是没有管理人员啊??,0
RND295,tieba,连个正式关系都没有就嫌红包小，这和网络乞丐有什么区别？,0
RND296,zhihu,可以说，以上的地域歧视只能说是略有夸大。但是几乎全部都有事实依据。要真是空穴来风根本不可能流传开来。,1
RND297,xhs,你要是之前关注他就会知道他是有一次买东西太多把购物车推过来了，然后就没还回去 你只能说是他人品有问题，但是小偷也有人权呀 别说小偷了，把小谢达到二级伤残的那个老公也没有人能没事儿干了就去打他呀 你能保证你从小到大没做过一件坏事吗？有绝对干净的人吗？别人不知道罢了。,0
RND298,tieba,智商高有什么用？在国境外的人面前照样是土包子，什么都不知道。,1
RND299,xhs,《就挣几十万块钱》挣不明白可以让我来,0
RND300,tieba,歪瓜裂枣嫁白男其实真可能，毕竟白男对黄女审美观就是猎奇。不信你看美国选的亚裔美女什么德行就知道了,1
RND301,wb,李荣浩1点40多才发的，单依纯1点0几就发了。小学应该就学过看时间了吧。,0
RND302,zhihu,你南异形最需要，遍地人丑心黑还不知丑,1
RND303,wb,“妻子知情却纵容修庆外遇，导致女助理中度抑郁。”感情当小3没捞着，还怨恨上人家原配了,0
RND304,zhihu,哈哈哈对 你说的是事实 我是0(我很认同自己的男性身份 我长得也还挺不错) 大部分基佬都挺恶心的 油腻 普信 真的就是整个生活都是靠下半身活着 有些比女的还八卦 我真不像其他基佬一样 像个娘炮 我也不会对直男有感觉 都jb哥们 我男性朋友知道我是gay之后并没啥反应 并没觉得我不正常 因为我平时就很正常 我觉得我快成反同那群体得了,1
RND305,wb,你经常弄脏吗....而且是一大片，连带褥子垫子也是脏的吗，我鼻血滴上去，洗了洗也没叫我赔偿.....而且我论证逻辑是,0
RND306,wb,那叫忍受不叫纵容，但凡另一半能专一谁会愿意他出轨？出轨是男方的选择不是女方的过错，拜托,0
RND307,wb,叠纸快马加鞭地给我打钱,0
RND308,tieba,基佬真不是一般的恶心。,1
RND309,tieba,怎么回事呢？????,0
RND310,wb,有两个高俅，一个是年轻的  一个是老年的  年轻是修革,0
RND311,wb,以前还会为侵权的事情哭，现在是满目张胆的偷，所以她变得好快啊,0
RND312,wb,这男的好能扯啊,0
RND313,tieba,引进劣质是正能量？,0
RND314,xhs,哭穷原来是炫富,0
RND315,tieba,我反同，我健康，我快乐！老子喜欢再健身房里一边锻炼一边反同，那感觉老爽了，哈哈,1
RND316,wb,还很高傲~不是俗人~无语死了,0
RND317,wb,不就是嫖客和妓女钱没谈好翻脸了吗，,1
RND318,tieba,罪不至此，女人趴在我们身上我们也要可以无规则杀死,1
RND319,tieba,巴不得巴不得你们男的都去找机器人，不要碰女的我看到你们就恶心！,1
