id,platform,text,label_binary
H111,xhs,可以把头掰下来给我当吉他拨片用一下吗，全弄丢了新买的在路上，这个头真的太合适了,1
H027,tieba,可能因为是鸡汤吧，向着男性说话的，或许会叫鸭汤。能毒死鸡的汤当然就是毒鸡汤咯。,0
H119,xhs,你说的太对了哈哈哈哈，有人扒她视频，发现她是个过敏专业户,0
H099,tieba,论豪腕的重要性,0
H384,wb,是的，原唱范晓萱,0
H240,zhihu,作为新时代独立女性为了争取权利，那为什么不告诉现男友?怕国人不要你?别怕啊嫁去巴基斯坦啊,1
H302,wb,希望你以后身上流血也没人管哦bro,1
H215,zhihu,无耻的学校领导，也不为自己后代积点阴德,0
H079,tieba,为什么要管啊，这是人家私事吧，求救了吗再说你这两张图?都看到好久的贴了,0
H180,xhs,前段时间还只是偷明星脸，没想到这么快就开始偷素人的脸了,0
H397,wb,不是之前小杨哥家先爆出来的，现在雨姐查出，小杨哥没事了,0
H101,xhs,比那个谁还像自行车座位哈哈哈哈哈哈哈哈哈哈哈哈哈,1
H287,zhihu,瓜尔佳氏文鸳,0
H045,tieba,你知道吗我是女生这四个字很普通但是可以强调就很恶心你是女生怎么了？就tm好像谁不是女生的似的你是女生怎么了？你就高级有特权呗？傻逼,1
H175,xhs,相关部门赶紧加急立法呀[完啦R]太恐怖了，拿去违法犯罪怎么办,0
H042,tieba,你凭什么假定这位男士的x别？你怎么知道他不是生理上的男x，心理上的女x。照这么说的话，她应该是通讯录才对。,0
H155,xhs,最惨的就是普通人了，不仅要被ai盗用，安排的还基本都是恶臭坏角色,0
H294,zhihu,是都有很多中国女友????,1
H379,wb,小魔女范晓萱的歌啊～～～～,0
H314,wb,我一直觉得她唱歌??还是可以的，声音好听，没想到她舞台表演业务能力连三岁儿童都比她协调她的动作?上唱的这首歌，我滴乖乖，简直辣眼睛??,1
H221,zhihu,这种÷剩都懒得说它们省的龌蹉事,1
H115,xhs,在外星人里也算个美男子,1
H135,xhs,这个长相可以吃香蕉,1
H350,wb,列车员不来月经吗？负责收拾的发不了声的清洁阿姨不来月经吗？舆情闹成这样，又有一个清洁女工要失业了，你们怎么不心疼啊？怎么这么双标啊,0
H084,tieba,动物一胎生的数量大，注定竞争更激烈,0
H201,zhihu,easy girl嘛，都有专有名字了，可想这情况有多严重，虽然白人是主力，但黑人也能喝点汤,1
H332,wb,垃圾！渣男！,1
H114,xhs,按今年春晚机器人的出镜率来说你这样绝对很吃香啊,1
H100,xhs,可以的 现在流行猴系长相,1
H239,zhihu,谁家街留子要这玩意，要了马上就降两档次,1
